difficulty,op,bucket,nearest_pi_fraction,count
moderate,rx,numeric_loose_pi_fraction,1/15,2
moderate,rx,numeric_loose_pi_fraction,1/16,5
moderate,rx,numeric_loose_pi_fraction,1/2,51
moderate,rx,numeric_loose_pi_fraction,1/3,8
moderate,rx,numeric_loose_pi_fraction,1/4,23
moderate,rx,numeric_loose_pi_fraction,1/5,4
moderate,rx,numeric_loose_pi_fraction,1/6,8
moderate,rx,numeric_loose_pi_fraction,1/7,3
moderate,rx,numeric_loose_pi_fraction,1/8,5
moderate,rx,numeric_loose_pi_fraction,1/9,2
moderate,rx,numeric_loose_pi_fraction,10/11,4
moderate,rx,numeric_loose_pi_fraction,10/13,7
moderate,rx,numeric_loose_pi_fraction,11/12,2
moderate,rx,numeric_loose_pi_fraction,11/13,3
moderate,rx,numeric_loose_pi_fraction,11/14,4
moderate,rx,numeric_loose_pi_fraction,11/15,3
moderate,rx,numeric_loose_pi_fraction,11/16,4
moderate,rx,numeric_loose_pi_fraction,12/13,2
moderate,rx,numeric_loose_pi_fraction,13/14,2
moderate,rx,numeric_loose_pi_fraction,13/15,6
moderate,rx,numeric_loose_pi_fraction,13/16,2
moderate,rx,numeric_loose_pi_fraction,14/15,2
moderate,rx,numeric_loose_pi_fraction,15/16,3
moderate,rx,numeric_loose_pi_fraction,2/11,3
moderate,rx,numeric_loose_pi_fraction,2/13,3
moderate,rx,numeric_loose_pi_fraction,2/15,6
moderate,rx,numeric_loose_pi_fraction,2/3,10
moderate,rx,numeric_loose_pi_fraction,2/5,14
moderate,rx,numeric_loose_pi_fraction,2/7,4
moderate,rx,numeric_loose_pi_fraction,2/9,3
moderate,rx,numeric_loose_pi_fraction,23/16,1
moderate,rx,numeric_loose_pi_fraction,3/10,6
moderate,rx,numeric_loose_pi_fraction,3/11,8
moderate,rx,numeric_loose_pi_fraction,3/13,4
moderate,rx,numeric_loose_pi_fraction,3/14,9
moderate,rx,numeric_loose_pi_fraction,3/16,4
moderate,rx,numeric_loose_pi_fraction,3/4,23
moderate,rx,numeric_loose_pi_fraction,3/5,8
moderate,rx,numeric_loose_pi_fraction,3/7,8
moderate,rx,numeric_loose_pi_fraction,3/8,6
moderate,rx,numeric_loose_pi_fraction,4/11,10
moderate,rx,numeric_loose_pi_fraction,4/13,17
moderate,rx,numeric_loose_pi_fraction,4/15,6
moderate,rx,numeric_loose_pi_fraction,4/5,9
moderate,rx,numeric_loose_pi_fraction,4/7,5
moderate,rx,numeric_loose_pi_fraction,4/9,3
moderate,rx,numeric_loose_pi_fraction,5/11,3
moderate,rx,numeric_loose_pi_fraction,5/12,6
moderate,rx,numeric_loose_pi_fraction,5/13,11
moderate,rx,numeric_loose_pi_fraction,5/14,13
moderate,rx,numeric_loose_pi_fraction,5/16,6
moderate,rx,numeric_loose_pi_fraction,5/6,2
moderate,rx,numeric_loose_pi_fraction,5/7,8
moderate,rx,numeric_loose_pi_fraction,5/8,4
moderate,rx,numeric_loose_pi_fraction,5/9,3
moderate,rx,numeric_loose_pi_fraction,6/11,7
moderate,rx,numeric_loose_pi_fraction,6/13,7
moderate,rx,numeric_loose_pi_fraction,6/7,5
moderate,rx,numeric_loose_pi_fraction,7/10,9
moderate,rx,numeric_loose_pi_fraction,7/11,6
moderate,rx,numeric_loose_pi_fraction,7/12,8
moderate,rx,numeric_loose_pi_fraction,7/13,4
moderate,rx,numeric_loose_pi_fraction,7/15,10
moderate,rx,numeric_loose_pi_fraction,7/16,8
moderate,rx,numeric_loose_pi_fraction,7/8,6
moderate,rx,numeric_loose_pi_fraction,7/9,1
moderate,rx,numeric_loose_pi_fraction,8/11,7
moderate,rx,numeric_loose_pi_fraction,8/13,9
moderate,rx,numeric_loose_pi_fraction,8/15,13
moderate,rx,numeric_loose_pi_fraction,8/9,10
moderate,rx,numeric_loose_pi_fraction,9/10,2
moderate,rx,numeric_loose_pi_fraction,9/11,3
moderate,rx,numeric_loose_pi_fraction,9/13,25
moderate,rx,numeric_loose_pi_fraction,9/14,8
moderate,rx,numeric_loose_pi_fraction,9/16,9
moderate,rx,numeric_noisy_non_fraction,-1,10
moderate,rx,numeric_noisy_non_fraction,-1/16,2
moderate,rx,numeric_noisy_non_fraction,-1/2,12
moderate,rx,numeric_noisy_non_fraction,-1/3,1
moderate,rx,numeric_noisy_non_fraction,-15/16,7
moderate,rx,numeric_noisy_non_fraction,-7/15,1
moderate,rx,numeric_noisy_non_fraction,-8/15,8
moderate,rx,numeric_noisy_non_fraction,0,29
moderate,rx,numeric_noisy_non_fraction,1,13
moderate,rx,numeric_noisy_non_fraction,1/16,7
moderate,rx,numeric_noisy_non_fraction,1/2,13
moderate,rx,numeric_noisy_non_fraction,15/16,9
moderate,rx,numeric_noisy_non_fraction,5/16,1
moderate,rx,numeric_noisy_non_fraction,7/15,7
moderate,rx,numeric_noisy_non_fraction,8/15,4
moderate,rx,numeric_noisy_non_fraction,9/14,1
moderate,rx,numeric_very_close_pi_fraction,-1/2,320
moderate,rx,numeric_very_close_pi_fraction,-1/3,1
moderate,rx,numeric_very_close_pi_fraction,-1/4,93
moderate,rx,numeric_very_close_pi_fraction,-2/3,3
moderate,rx,numeric_very_close_pi_fraction,-3/4,65
moderate,rx,numeric_very_close_pi_fraction,1/2,441
moderate,rx,numeric_very_close_pi_fraction,1/3,5
moderate,rx,numeric_very_close_pi_fraction,1/4,89
moderate,rx,numeric_very_close_pi_fraction,2/3,4
moderate,rx,numeric_very_close_pi_fraction,3/4,60
moderate,rx,symbolic_pi_expr,-1/2,341
moderate,rx,symbolic_pi_expr,-1/4,55
moderate,rx,symbolic_pi_expr,-3/2,2
moderate,rx,symbolic_pi_expr,-3/4,27
moderate,rx,symbolic_pi_expr,1,40
moderate,rx,symbolic_pi_expr,1/2,637
moderate,rx,symbolic_pi_expr,1/4,71
moderate,rx,symbolic_pi_expr,3/4,28
moderate,rz,numeric_close_pi_fraction,-1,1
moderate,rz,numeric_close_pi_fraction,-1/15,1
moderate,rz,numeric_close_pi_fraction,-1/2,13
moderate,rz,numeric_close_pi_fraction,-1/4,16
moderate,rz,numeric_close_pi_fraction,-13/14,1
moderate,rz,numeric_close_pi_fraction,-3/4,15
moderate,rz,numeric_close_pi_fraction,-4/13,1
moderate,rz,numeric_close_pi_fraction,-5/12,1
moderate,rz,numeric_close_pi_fraction,-6/13,1
moderate,rz,numeric_close_pi_fraction,0,7
moderate,rz,numeric_close_pi_fraction,1,3
moderate,rz,numeric_close_pi_fraction,1/2,16
moderate,rz,numeric_close_pi_fraction,1/3,1
moderate,rz,numeric_close_pi_fraction,1/4,22
moderate,rz,numeric_close_pi_fraction,11/15,1
moderate,rz,numeric_close_pi_fraction,2/3,3
moderate,rz,numeric_close_pi_fraction,3/13,1
moderate,rz,numeric_close_pi_fraction,3/4,7
moderate,rz,numeric_close_pi_fraction,4/13,1
moderate,rz,numeric_close_pi_fraction,5/14,1
moderate,rz,numeric_close_pi_fraction,7/12,1
moderate,rz,numeric_close_pi_fraction,7/15,1
moderate,rz,numeric_close_pi_fraction,7/9,1
moderate,rz,numeric_close_pi_fraction,8/11,1
moderate,rz,numeric_close_pi_fraction,8/13,1
moderate,rz,numeric_exact_pi_fraction,-1/2,25
moderate,rz,numeric_exact_pi_fraction,-1/4,29
moderate,rz,numeric_exact_pi_fraction,-3/4,5
moderate,rz,numeric_exact_pi_fraction,1/2,31
moderate,rz,numeric_exact_pi_fraction,1/4,26
moderate,rz,numeric_exact_pi_fraction,2/3,1
moderate,rz,numeric_exact_pi_fraction,3/4,8
moderate,rz,numeric_loose_pi_fraction,-1,10
moderate,rz,numeric_loose_pi_fraction,-1/10,5
moderate,rz,numeric_loose_pi_fraction,-1/11,5
moderate,rz,numeric_loose_pi_fraction,-1/12,1
moderate,rz,numeric_loose_pi_fraction,-1/13,3
moderate,rz,numeric_loose_pi_fraction,-1/14,1
moderate,rz,numeric_loose_pi_fraction,-1/15,2
moderate,rz,numeric_loose_pi_fraction,-1/16,6
moderate,rz,numeric_loose_pi_fraction,-1/2,39
moderate,rz,numeric_loose_pi_fraction,-1/3,4
moderate,rz,numeric_loose_pi_fraction,-1/4,18
moderate,rz,numeric_loose_pi_fraction,-1/5,6
moderate,rz,numeric_loose_pi_fraction,-1/6,2
moderate,rz,numeric_loose_pi_fraction,-1/7,5
moderate,rz,numeric_loose_pi_fraction,-1/8,3
moderate,rz,numeric_loose_pi_fraction,-1/9,6
moderate,rz,numeric_loose_pi_fraction,-10/11,3
moderate,rz,numeric_loose_pi_fraction,-10/13,3
moderate,rz,numeric_loose_pi_fraction,-11/12,4
moderate,rz,numeric_loose_pi_fraction,-11/13,2
moderate,rz,numeric_loose_pi_fraction,-11/14,2
moderate,rz,numeric_loose_pi_fraction,-11/15,5
moderate,rz,numeric_loose_pi_fraction,-11/16,2
moderate,rz,numeric_loose_pi_fraction,-12/13,2
moderate,rz,numeric_loose_pi_fraction,-13/14,1
moderate,rz,numeric_loose_pi_fraction,-13/15,2
moderate,rz,numeric_loose_pi_fraction,-13/16,3
moderate,rz,numeric_loose_pi_fraction,-15/16,3
moderate,rz,numeric_loose_pi_fraction,-2/11,4
moderate,rz,numeric_loose_pi_fraction,-2/13,1
moderate,rz,numeric_loose_pi_fraction,-2/15,5
moderate,rz,numeric_loose_pi_fraction,-2/3,6
moderate,rz,numeric_loose_pi_fraction,-2/5,9
moderate,rz,numeric_loose_pi_fraction,-2/7,4
moderate,rz,numeric_loose_pi_fraction,-2/9,7
moderate,rz,numeric_loose_pi_fraction,-3/10,5
moderate,rz,numeric_loose_pi_fraction,-3/11,5
moderate,rz,numeric_loose_pi_fraction,-3/13,4
moderate,rz,numeric_loose_pi_fraction,-3/14,3
moderate,rz,numeric_loose_pi_fraction,-3/16,4
moderate,rz,numeric_loose_pi_fraction,-3/4,8
moderate,rz,numeric_loose_pi_fraction,-3/5,7
moderate,rz,numeric_loose_pi_fraction,-3/7,2
moderate,rz,numeric_loose_pi_fraction,-3/8,6
moderate,rz,numeric_loose_pi_fraction,-4/11,3
moderate,rz,numeric_loose_pi_fraction,-4/13,8
moderate,rz,numeric_loose_pi_fraction,-4/15,3
moderate,rz,numeric_loose_pi_fraction,-4/5,2
moderate,rz,numeric_loose_pi_fraction,-4/7,5
moderate,rz,numeric_loose_pi_fraction,-4/9,3
moderate,rz,numeric_loose_pi_fraction,-5/11,7
moderate,rz,numeric_loose_pi_fraction,-5/12,6
moderate,rz,numeric_loose_pi_fraction,-5/13,4
moderate,rz,numeric_loose_pi_fraction,-5/14,4
moderate,rz,numeric_loose_pi_fraction,-5/16,6
moderate,rz,numeric_loose_pi_fraction,-5/6,6
moderate,rz,numeric_loose_pi_fraction,-5/7,5
moderate,rz,numeric_loose_pi_fraction,-5/8,3
moderate,rz,numeric_loose_pi_fraction,-5/9,5
moderate,rz,numeric_loose_pi_fraction,-6/11,6
moderate,rz,numeric_loose_pi_fraction,-6/7,4
moderate,rz,numeric_loose_pi_fraction,-7/10,4
moderate,rz,numeric_loose_pi_fraction,-7/11,6
moderate,rz,numeric_loose_pi_fraction,-7/12,8
moderate,rz,numeric_loose_pi_fraction,-7/13,5
moderate,rz,numeric_loose_pi_fraction,-7/15,10
moderate,rz,numeric_loose_pi_fraction,-7/16,4
moderate,rz,numeric_loose_pi_fraction,-7/8,4
moderate,rz,numeric_loose_pi_fraction,-7/9,4
moderate,rz,numeric_loose_pi_fraction,-8/11,3
moderate,rz,numeric_loose_pi_fraction,-8/13,7
moderate,rz,numeric_loose_pi_fraction,-8/15,3
moderate,rz,numeric_loose_pi_fraction,-8/9,5
moderate,rz,numeric_loose_pi_fraction,-9/10,2
moderate,rz,numeric_loose_pi_fraction,-9/11,4
moderate,rz,numeric_loose_pi_fraction,-9/13,7
moderate,rz,numeric_loose_pi_fraction,-9/14,1
moderate,rz,numeric_loose_pi_fraction,0,39
moderate,rz,numeric_loose_pi_fraction,1,10
moderate,rz,numeric_loose_pi_fraction,1/10,6
moderate,rz,numeric_loose_pi_fraction,1/11,2
moderate,rz,numeric_loose_pi_fraction,1/12,4
moderate,rz,numeric_loose_pi_fraction,1/13,6
moderate,rz,numeric_loose_pi_fraction,1/14,1
moderate,rz,numeric_loose_pi_fraction,1/15,6
moderate,rz,numeric_loose_pi_fraction,1/16,6
moderate,rz,numeric_loose_pi_fraction,1/2,45
moderate,rz,numeric_loose_pi_fraction,1/3,8
moderate,rz,numeric_loose_pi_fraction,1/4,22
moderate,rz,numeric_loose_pi_fraction,1/5,6
moderate,rz,numeric_loose_pi_fraction,1/6,8
moderate,rz,numeric_loose_pi_fraction,1/7,7
moderate,rz,numeric_loose_pi_fraction,1/8,5
moderate,rz,numeric_loose_pi_fraction,1/9,3
moderate,rz,numeric_loose_pi_fraction,10/11,3
moderate,rz,numeric_loose_pi_fraction,10/13,7
moderate,rz,numeric_loose_pi_fraction,11/12,4
moderate,rz,numeric_loose_pi_fraction,11/13,1
moderate,rz,numeric_loose_pi_fraction,11/14,3
moderate,rz,numeric_loose_pi_fraction,11/15,14
moderate,rz,numeric_loose_pi_fraction,11/16,6
moderate,rz,numeric_loose_pi_fraction,12/13,1
moderate,rz,numeric_loose_pi_fraction,13/14,2
moderate,rz,numeric_loose_pi_fraction,13/15,4
moderate,rz,numeric_loose_pi_fraction,13/16,7
moderate,rz,numeric_loose_pi_fraction,15/16,2
moderate,rz,numeric_loose_pi_fraction,2/11,5
moderate,rz,numeric_loose_pi_fraction,2/13,3
moderate,rz,numeric_loose_pi_fraction,2/15,3
moderate,rz,numeric_loose_pi_fraction,2/3,11
moderate,rz,numeric_loose_pi_fraction,2/5,9
moderate,rz,numeric_loose_pi_fraction,2/7,10
moderate,rz,numeric_loose_pi_fraction,2/9,4
moderate,rz,numeric_loose_pi_fraction,3/10,4
moderate,rz,numeric_loose_pi_fraction,3/11,9
moderate,rz,numeric_loose_pi_fraction,3/13,4
moderate,rz,numeric_loose_pi_fraction,3/14,2
moderate,rz,numeric_loose_pi_fraction,3/16,5
moderate,rz,numeric_loose_pi_fraction,3/4,12
moderate,rz,numeric_loose_pi_fraction,3/5,9
moderate,rz,numeric_loose_pi_fraction,3/7,11
moderate,rz,numeric_loose_pi_fraction,3/8,9
moderate,rz,numeric_loose_pi_fraction,4/11,8
moderate,rz,numeric_loose_pi_fraction,4/13,8
moderate,rz,numeric_loose_pi_fraction,4/15,13
moderate,rz,numeric_loose_pi_fraction,4/5,6
moderate,rz,numeric_loose_pi_fraction,4/7,7
moderate,rz,numeric_loose_pi_fraction,4/9,3
moderate,rz,numeric_loose_pi_fraction,5/11,7
moderate,rz,numeric_loose_pi_fraction,5/12,8
moderate,rz,numeric_loose_pi_fraction,5/13,3
moderate,rz,numeric_loose_pi_fraction,5/14,4
moderate,rz,numeric_loose_pi_fraction,5/16,6
moderate,rz,numeric_loose_pi_fraction,5/6,6
moderate,rz,numeric_loose_pi_fraction,5/7,12
moderate,rz,numeric_loose_pi_fraction,5/8,5
moderate,rz,numeric_loose_pi_fraction,5/9,4
moderate,rz,numeric_loose_pi_fraction,6/11,5
moderate,rz,numeric_loose_pi_fraction,6/13,6
moderate,rz,numeric_loose_pi_fraction,6/7,2
moderate,rz,numeric_loose_pi_fraction,7/10,5
moderate,rz,numeric_loose_pi_fraction,7/11,11
moderate,rz,numeric_loose_pi_fraction,7/12,8
moderate,rz,numeric_loose_pi_fraction,7/13,7
moderate,rz,numeric_loose_pi_fraction,7/15,6
moderate,rz,numeric_loose_pi_fraction,7/16,9
moderate,rz,numeric_loose_pi_fraction,7/8,5
moderate,rz,numeric_loose_pi_fraction,7/9,1
moderate,rz,numeric_loose_pi_fraction,8/11,9
moderate,rz,numeric_loose_pi_fraction,8/13,5
moderate,rz,numeric_loose_pi_fraction,8/15,7
moderate,rz,numeric_loose_pi_fraction,8/9,4
moderate,rz,numeric_loose_pi_fraction,9/10,6
moderate,rz,numeric_loose_pi_fraction,9/11,3
moderate,rz,numeric_loose_pi_fraction,9/13,10
moderate,rz,numeric_loose_pi_fraction,9/14,8
moderate,rz,numeric_loose_pi_fraction,9/16,7
moderate,rz,numeric_noisy_non_fraction,-1,12
moderate,rz,numeric_noisy_non_fraction,-1/16,10
moderate,rz,numeric_noisy_non_fraction,-1/2,8
moderate,rz,numeric_noisy_non_fraction,-15/16,8
moderate,rz,numeric_noisy_non_fraction,-5/14,1
moderate,rz,numeric_noisy_non_fraction,-7/15,4
moderate,rz,numeric_noisy_non_fraction,0,32
moderate,rz,numeric_noisy_non_fraction,1,14
moderate,rz,numeric_noisy_non_fraction,1/16,14
moderate,rz,numeric_noisy_non_fraction,1/2,15
moderate,rz,numeric_noisy_non_fraction,1/3,1
moderate,rz,numeric_noisy_non_fraction,15/16,8
moderate,rz,numeric_noisy_non_fraction,2/3,1
moderate,rz,numeric_noisy_non_fraction,5/14,2
moderate,rz,numeric_noisy_non_fraction,7/15,4
moderate,rz,numeric_noisy_non_fraction,8/15,12
moderate,rz,numeric_noisy_non_fraction,9/14,1
moderate,rz,numeric_very_close_pi_fraction,-1,2
moderate,rz,numeric_very_close_pi_fraction,-1/2,198
moderate,rz,numeric_very_close_pi_fraction,-1/3,7
moderate,rz,numeric_very_close_pi_fraction,-1/4,375
moderate,rz,numeric_very_close_pi_fraction,-2/3,4
moderate,rz,numeric_very_close_pi_fraction,-3/4,106
moderate,rz,numeric_very_close_pi_fraction,-5/6,1
moderate,rz,numeric_very_close_pi_fraction,1/2,355
moderate,rz,numeric_very_close_pi_fraction,1/3,10
moderate,rz,numeric_very_close_pi_fraction,1/4,353
moderate,rz,numeric_very_close_pi_fraction,1/6,1
moderate,rz,numeric_very_close_pi_fraction,2/3,7
moderate,rz,numeric_very_close_pi_fraction,3/4,133
moderate,rz,numeric_very_close_pi_fraction,5/6,1
moderate,rz,symbolic_pi_expr,-1,1
moderate,rz,symbolic_pi_expr,-1/2,406
moderate,rz,symbolic_pi_expr,-1/4,260
moderate,rz,symbolic_pi_expr,-2/3,1
moderate,rz,symbolic_pi_expr,-3/4,65
moderate,rz,symbolic_pi_expr,1,51
moderate,rz,symbolic_pi_expr,1/2,431
moderate,rz,symbolic_pi_expr,1/3,3
moderate,rz,symbolic_pi_expr,1/4,282
moderate,rz,symbolic_pi_expr,2/3,1
moderate,rz,symbolic_pi_expr,3/2,1
moderate,rz,symbolic_pi_expr,3/4,79
hard,rx,numeric_close_pi_fraction,-1/13,1
hard,rx,numeric_close_pi_fraction,-1/2,13
hard,rx,numeric_close_pi_fraction,-1/4,1
hard,rx,numeric_close_pi_fraction,-1/7,1
hard,rx,numeric_close_pi_fraction,-1/9,1
hard,rx,numeric_close_pi_fraction,-11/14,1
hard,rx,numeric_close_pi_fraction,-15/16,1
hard,rx,numeric_close_pi_fraction,-3/11,1
hard,rx,numeric_close_pi_fraction,-3/4,3
hard,rx,numeric_close_pi_fraction,-4/11,1
hard,rx,numeric_close_pi_fraction,-4/13,1
hard,rx,numeric_close_pi_fraction,-5/13,1
hard,rx,numeric_close_pi_fraction,-5/16,1
hard,rx,numeric_close_pi_fraction,-6/13,2
hard,rx,numeric_close_pi_fraction,-7/11,1
hard,rx,numeric_close_pi_fraction,-8/9,1
hard,rx,numeric_close_pi_fraction,-9/16,1
hard,rx,numeric_close_pi_fraction,0,4
hard,rx,numeric_close_pi_fraction,1,2
hard,rx,numeric_close_pi_fraction,1/15,1
hard,rx,numeric_close_pi_fraction,1/2,20
hard,rx,numeric_close_pi_fraction,1/4,4
hard,rx,numeric_close_pi_fraction,11/16,1
hard,rx,numeric_close_pi_fraction,2/11,1
hard,rx,numeric_close_pi_fraction,2/7,1
hard,rx,numeric_close_pi_fraction,3/4,1
hard,rx,numeric_close_pi_fraction,4/11,2
hard,rx,numeric_close_pi_fraction,4/13,1
hard,rx,numeric_close_pi_fraction,4/9,1
hard,rx,numeric_close_pi_fraction,5/12,1
hard,rx,numeric_close_pi_fraction,5/13,1
hard,rx,numeric_close_pi_fraction,5/9,1
hard,rx,numeric_close_pi_fraction,7/11,1
hard,rx,numeric_close_pi_fraction,7/13,2
hard,rx,numeric_close_pi_fraction,7/16,3
hard,rx,numeric_close_pi_fraction,8/11,1
hard,rx,numeric_close_pi_fraction,9/16,1
hard,rx,numeric_exact_pi_fraction,-1/2,36
hard,rx,numeric_exact_pi_fraction,-1/4,4
hard,rx,numeric_exact_pi_fraction,-3/4,2
hard,rx,numeric_exact_pi_fraction,1/2,64
hard,rx,numeric_exact_pi_fraction,1/4,3
hard,rx,numeric_exact_pi_fraction,2/3,1
hard,rx,numeric_exact_pi_fraction,3/4,1
hard,rx,numeric_loose_pi_fraction,-1,25
hard,rx,numeric_loose_pi_fraction,-1/10,6
hard,rx,numeric_loose_pi_fraction,-1/11,8
hard,rx,numeric_loose_pi_fraction,-1/12,2
hard,rx,numeric_loose_pi_fraction,-1/13,2
hard,rx,numeric_loose_pi_fraction,-1/14,1
hard,rx,numeric_loose_pi_fraction,-1/15,3
hard,rx,numeric_loose_pi_fraction,-1/16,6
hard,rx,numeric_loose_pi_fraction,-1/2,47
hard,rx,numeric_loose_pi_fraction,-1/3,17
hard,rx,numeric_loose_pi_fraction,-1/4,19
hard,rx,numeric_loose_pi_fraction,-1/5,11
hard,rx,numeric_loose_pi_fraction,-1/6,4
hard,rx,numeric_loose_pi_fraction,-1/7,6
hard,rx,numeric_loose_pi_fraction,-1/8,5
hard,rx,numeric_loose_pi_fraction,-1/9,8
hard,rx,numeric_loose_pi_fraction,-10/11,6
hard,rx,numeric_loose_pi_fraction,-10/13,3
hard,rx,numeric_loose_pi_fraction,-11/12,2
hard,rx,numeric_loose_pi_fraction,-11/13,6
hard,rx,numeric_loose_pi_fraction,-11/14,6
hard,rx,numeric_loose_pi_fraction,-11/15,12
hard,rx,numeric_loose_pi_fraction,-11/16,17
hard,rx,numeric_loose_pi_fraction,-12/13,6
hard,rx,numeric_loose_pi_fraction,-13/14,6
hard,rx,numeric_loose_pi_fraction,-13/15,2
hard,rx,numeric_loose_pi_fraction,-13/16,5
hard,rx,numeric_loose_pi_fraction,-14/15,2
hard,rx,numeric_loose_pi_fraction,-15/16,10
hard,rx,numeric_loose_pi_fraction,-2/11,4
hard,rx,numeric_loose_pi_fraction,-2/13,5
hard,rx,numeric_loose_pi_fraction,-2/15,3
hard,rx,numeric_loose_pi_fraction,-2/3,14
hard,rx,numeric_loose_pi_fraction,-2/5,14
hard,rx,numeric_loose_pi_fraction,-2/7,18
hard,rx,numeric_loose_pi_fraction,-2/9,6
hard,rx,numeric_loose_pi_fraction,-3/10,14
hard,rx,numeric_loose_pi_fraction,-3/11,9
hard,rx,numeric_loose_pi_fraction,-3/13,4
hard,rx,numeric_loose_pi_fraction,-3/14,11
hard,rx,numeric_loose_pi_fraction,-3/16,2
hard,rx,numeric_loose_pi_fraction,-3/4,21
hard,rx,numeric_loose_pi_fraction,-3/5,20
hard,rx,numeric_loose_pi_fraction,-3/7,12
hard,rx,numeric_loose_pi_fraction,-3/8,11
hard,rx,numeric_loose_pi_fraction,-4/11,9
hard,rx,numeric_loose_pi_fraction,-4/13,34
hard,rx,numeric_loose_pi_fraction,-4/15,10
hard,rx,numeric_loose_pi_fraction,-4/5,10
hard,rx,numeric_loose_pi_fraction,-4/7,9
hard,rx,numeric_loose_pi_fraction,-4/9,5
hard,rx,numeric_loose_pi_fraction,-5/11,8
hard,rx,numeric_loose_pi_fraction,-5/12,11
hard,rx,numeric_loose_pi_fraction,-5/13,7
hard,rx,numeric_loose_pi_fraction,-5/14,11
hard,rx,numeric_loose_pi_fraction,-5/16,9
hard,rx,numeric_loose_pi_fraction,-5/6,7
hard,rx,numeric_loose_pi_fraction,-5/7,16
hard,rx,numeric_loose_pi_fraction,-5/8,7
hard,rx,numeric_loose_pi_fraction,-5/9,9
hard,rx,numeric_loose_pi_fraction,-6/11,10
hard,rx,numeric_loose_pi_fraction,-6/13,6
hard,rx,numeric_loose_pi_fraction,-6/7,8
hard,rx,numeric_loose_pi_fraction,-7/10,11
hard,rx,numeric_loose_pi_fraction,-7/11,13
hard,rx,numeric_loose_pi_fraction,-7/12,9
hard,rx,numeric_loose_pi_fraction,-7/13,4
hard,rx,numeric_loose_pi_fraction,-7/15,11
hard,rx,numeric_loose_pi_fraction,-7/16,6
hard,rx,numeric_loose_pi_fraction,-7/8,2
hard,rx,numeric_loose_pi_fraction,-7/9,4
hard,rx,numeric_loose_pi_fraction,-8/11,10
hard,rx,numeric_loose_pi_fraction,-8/13,7
hard,rx,numeric_loose_pi_fraction,-8/15,12
hard,rx,numeric_loose_pi_fraction,-8/9,10
hard,rx,numeric_loose_pi_fraction,-9/10,3
hard,rx,numeric_loose_pi_fraction,-9/11,9
hard,rx,numeric_loose_pi_fraction,-9/13,39
hard,rx,numeric_loose_pi_fraction,-9/14,11
hard,rx,numeric_loose_pi_fraction,-9/16,9
hard,rx,numeric_loose_pi_fraction,0,45
hard,rx,numeric_loose_pi_fraction,1,27
hard,rx,numeric_loose_pi_fraction,1/10,5
hard,rx,numeric_loose_pi_fraction,1/11,5
hard,rx,numeric_loose_pi_fraction,1/12,5
hard,rx,numeric_loose_pi_fraction,1/13,8
hard,rx,numeric_loose_pi_fraction,1/14,5
hard,rx,numeric_loose_pi_fraction,1/16,7
hard,rx,numeric_loose_pi_fraction,1/2,100
hard,rx,numeric_loose_pi_fraction,1/3,21
hard,rx,numeric_loose_pi_fraction,1/4,35
hard,rx,numeric_loose_pi_fraction,1/5,7
hard,rx,numeric_loose_pi_fraction,1/6,10
hard,rx,numeric_loose_pi_fraction,1/7,5
hard,rx,numeric_loose_pi_fraction,1/8,9
hard,rx,numeric_loose_pi_fraction,1/9,10
hard,rx,numeric_loose_pi_fraction,10/11,7
hard,rx,numeric_loose_pi_fraction,10/13,9
hard,rx,numeric_loose_pi_fraction,11/12,7
hard,rx,numeric_loose_pi_fraction,11/13,11
hard,rx,numeric_loose_pi_fraction,11/14,5
hard,rx,numeric_loose_pi_fraction,11/15,15
hard,rx,numeric_loose_pi_fraction,11/16,22
hard,rx,numeric_loose_pi_fraction,12/13,4
hard,rx,numeric_loose_pi_fraction,13/14,3
hard,rx,numeric_loose_pi_fraction,13/15,4
hard,rx,numeric_loose_pi_fraction,13/16,8
hard,rx,numeric_loose_pi_fraction,14/15,3
hard,rx,numeric_loose_pi_fraction,15/16,16
hard,rx,numeric_loose_pi_fraction,2/11,5
hard,rx,numeric_loose_pi_fraction,2/13,11
hard,rx,numeric_loose_pi_fraction,2/15,10
hard,rx,numeric_loose_pi_fraction,2/3,18
hard,rx,numeric_loose_pi_fraction,2/5,17
hard,rx,numeric_loose_pi_fraction,2/7,16
hard,rx,numeric_loose_pi_fraction,2/9,8
hard,rx,numeric_loose_pi_fraction,3/10,5
hard,rx,numeric_loose_pi_fraction,3/11,15
hard,rx,numeric_loose_pi_fraction,3/13,4
hard,rx,numeric_loose_pi_fraction,3/14,14
hard,rx,numeric_loose_pi_fraction,3/16,9
hard,rx,numeric_loose_pi_fraction,3/4,28
hard,rx,numeric_loose_pi_fraction,3/5,21
hard,rx,numeric_loose_pi_fraction,3/7,13
hard,rx,numeric_loose_pi_fraction,3/8,13
hard,rx,numeric_loose_pi_fraction,4/11,6
hard,rx,numeric_loose_pi_fraction,4/13,43
hard,rx,numeric_loose_pi_fraction,4/15,11
hard,rx,numeric_loose_pi_fraction,4/5,11
hard,rx,numeric_loose_pi_fraction,4/7,11
hard,rx,numeric_loose_pi_fraction,4/9,13
hard,rx,numeric_loose_pi_fraction,5/11,10
hard,rx,numeric_loose_pi_fraction,5/12,19
hard,rx,numeric_loose_pi_fraction,5/13,15
hard,rx,numeric_loose_pi_fraction,5/14,18
hard,rx,numeric_loose_pi_fraction,5/16,10
