path,difficulty,file,q0,q1,distance,count_undirected_entangling,cx_forward,cx_reverse,swap_count,first_gate_index,last_gate_index,span_fraction
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,2,39,37,2,2,0,0,1830,6483,0.20226917
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,17,40,23,2,2,0,0,1860,6627,0.20722483
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,32,51,19,2,2,0,0,1861,6233,0.19005390
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,24,45,21,2,2,0,0,1885,6165,0.18605460
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,25,40,15,2,2,0,0,1942,6547,0.20018258
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,27,34,7,2,2,0,0,1943,6484,0.19740045
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,7,41,34,2,2,0,0,1950,6486,0.19718310
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,27,44,17,2,2,0,0,1974,6457,0.19487915
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,13,55,42,2,2,0,0,2019,6391,0.19005390
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,1,7,6,2,2,0,0,2028,6390,0.18961920
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,36,42,6,2,2,0,0,2059,6064,0.17410016
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,20,39,19,2,2,0,0,2076,6455,0.19035820
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,7,55,48,2,2,0,0,2080,6349,0.18557642
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,23,25,2,2,2,0,0,2113,6325,0.18309859
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,29,47,18,2,2,0,0,2115,6232,0.17896887
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,7,19,12,2,2,0,0,2120,5954,0.16666667
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,33,34,1,2,2,0,0,2130,5911,0.16436272
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,40,52,12,2,2,0,0,2172,6311,0.17992523
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,18,26,8,2,2,0,0,2188,6356,0.18118588
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,8,53,45,2,2,0,0,2191,6090,0.16949226
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,1,46,45,2,2,0,0,2199,5986,0.16462354
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,14,55,41,2,2,0,0,2226,6314,0.17770822
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,11,20,9,2,2,0,0,2251,6303,0.17614328
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,13,14,1,2,2,0,0,2275,6264,0.17340463
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,41,44,3,2,2,0,0,2281,6052,0.16392801
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,11,23,12,2,2,0,0,2305,6260,0.17192662
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,12,13,1,2,2,0,0,2311,6228,0.17027473
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,0,29,29,2,2,0,0,2317,5982,0.15932012
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,20,33,13,2,2,0,0,2341,5723,0.14701791
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,12,22,10,2,2,0,0,2346,5887,0.15392975
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,13,39,26,2,2,0,0,2347,6198,0.16740567
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,3,13,10,2,2,0,0,2396,5933,0.15375587
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,22,52,30,2,2,0,0,2397,5833,0.14936533
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,29,55,26,2,2,0,0,2402,5944,0.15397322
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,18,47,29,2,2,0,0,2409,6014,0.15671188
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,27,39,12,2,2,0,0,2432,6128,0.16066771
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,26,38,12,2,2,0,0,2439,6117,0.15988524
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,8,28,20,2,2,0,0,2507,5817,0.14388802
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,42,50,8,2,2,0,0,2514,5786,0.14223613
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,2,52,50,2,2,0,0,2534,5720,0.13849765
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,7,45,38,2,2,0,0,2541,5845,0.14362720
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,4,36,32,2,2,0,0,2579,6027,0.14988698
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,19,25,6,2,2,0,0,2604,5752,0.13684577
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,6,24,18,2,2,0,0,2632,5696,0.13319423
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,6,12,6,2,2,0,0,2679,5658,0.12949922
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,11,24,13,2,2,0,0,2680,5387,0.11767519
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,45,46,1,2,2,0,0,2687,5781,0.13449835
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,20,38,18,2,2,0,0,2767,5576,0.12210920
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,14,36,22,2,2,0,0,2774,5688,0.12667362
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,31,49,18,2,2,0,0,2778,5526,0.11945749
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,22,39,17,2,2,0,0,2779,5527,0.11945749
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,20,21,1,2,2,0,0,2791,5525,0.11884890
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,36,54,18,2,2,0,0,2816,5636,0.12258738
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,51,55,4,2,2,0,0,2818,5518,0.11737089
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,28,54,26,2,2,0,0,2852,5442,0.11258911
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,13,29,16,2,2,0,0,2869,5250,0.10350374
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,10,18,8,2,2,0,0,2922,5583,0.11567553
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,10,53,43,2,2,0,0,2951,5520,0.11167623
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,19,40,21,2,2,0,0,2982,5573,0.11263259
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,33,49,16,2,2,0,0,2987,5157,0.09433142
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,31,48,17,2,2,0,0,2993,5464,0.10741610
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,20,48,28,2,2,0,0,3015,5400,0.10367762
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,1,52,51,2,2,0,0,3029,5374,0.10193879
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,40,54,14,2,2,0,0,3072,5370,0.09989567
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,1,34,33,2,2,0,0,3075,5286,0.09611372
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,15,29,14,2,2,0,0,3081,5111,0.08824552
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,0,6,6,2,2,0,0,3114,5128,0.08754999
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,1,10,9,2,2,0,0,3122,4921,0.07820379
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,7,53,46,2,2,0,0,3130,5328,0.09554860
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,11,31,20,2,2,0,0,3131,5233,0.09137541
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,17,26,9,2,2,0,0,3162,5017,0.08063815
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,8,11,3,2,2,0,0,3186,4957,0.07698661
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,7,54,47,2,2,0,0,3189,5283,0.09102765
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,19,50,31,2,2,0,0,3190,5360,0.09433142
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,47,52,5,2,2,0,0,3216,4973,0.07637802
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,4,32,28,2,2,0,0,3222,5025,0.07837767
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,18,41,23,2,2,0,0,3241,5216,0.08585463
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,25,54,29,2,2,0,0,3267,5230,0.08533299
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,19,27,8,2,2,0,0,3285,5276,0.08655017
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,21,53,32,2,2,0,0,3291,5239,0.08468093
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,34,53,19,2,2,0,0,3347,5175,0.07946444
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,18,21,3,2,2,0,0,3361,5061,0.07390019
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,3,25,22,2,2,0,0,3377,5005,0.07077030
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,16,31,15,2,2,0,0,3396,5127,0.07524778
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,3,4,1,2,2,0,0,3399,4961,0.06790123
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,13,43,30,2,2,0,0,3427,4990,0.06794471
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,12,55,43,2,2,0,0,3461,4776,0.05716397
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,9,27,18,2,2,0,0,3465,4759,0.05625109
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,14,16,2,2,2,0,0,3471,5008,0.06681447
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,31,41,10,2,2,0,0,3489,4935,0.06285863
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,17,43,26,2,2,0,0,3514,4871,0.05898974
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,4,14,10,2,2,0,0,3518,4327,0.03516780
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,7,16,9,2,2,0,0,3519,4964,0.06281516
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,3,41,38,2,0,2,0,3539,4876,0.05812033
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,1,17,16,2,2,0,0,3565,4613,0.04555729
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,3,5,2,2,2,0,0,3590,4820,0.05346896
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,23,51,28,2,2,0,0,3595,4679,0.04712224
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,34,38,4,2,2,0,0,3602,4864,0.05486002
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,5,11,6,2,2,0,0,3641,4762,0.04873066
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,13,36,23,2,2,0,0,3642,4628,0.04286211
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,20,32,12,2,2,0,0,3668,4433,0.03325509
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,38,45,7,2,2,0,0,3678,4808,0.04912189
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,15,45,30,2,2,0,0,3709,4706,0.04334029
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,3,31,28,2,2,0,0,3736,4722,0.04286211
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,5,30,25,2,2,0,0,3737,4656,0.03994957
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,28,52,24,2,2,0,0,3748,4434,0.02982090
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,10,19,9,2,2,0,0,3786,4525,0.03212485
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,18,33,15,2,2,0,0,3837,4601,0.03321162
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,1,31,30,2,2,0,0,3844,4552,0.03077726
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,19,47,28,2,2,0,0,3846,4448,0.02616936
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,42,43,1,2,2,0,0,3871,4562,0.03003825
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,30,34,4,2,2,0,0,3914,4242,0.01425839
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,47,55,8,2,2,0,0,3960,4222,0.01138932
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,38,49,11,2,2,0,0,3984,4423,0.01908364
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,0,36,36,2,2,0,0,4006,4447,0.01917058
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,19,24,5,2,2,0,0,4023,4127,0.00452095
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,35,53,18,2,2,0,0,4027,4440,0.01795340
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,8,42,34,2,2,0,0,4028,4484,0.01982264
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,28,29,1,2,2,0,0,4052,4318,0.01156321
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,2,26,24,2,2,0,0,4053,4303,0.01086768
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,35,38,3,2,2,0,0,4054,4382,0.01425839
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,8,36,28,2,2,0,0,4059,4417,0.01556251
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,17,35,18,2,2,0,0,4098,4319,0.00960702
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,38,39,1,2,2,0,0,4129,4225,0.00417319
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,48,54,6,2,2,0,0,4131,4301,0.00739002
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,28,35,7,2,0,2,0,4132,4283,0.00656408
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,25,32,7,2,2,0,0,4133,4157,0.00104330
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,18,46,28,2,2,0,0,4173,4247,0.00321683
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,5,9,4,2,2,0,0,4186,4197,0.00047818
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,7,29,22,2,2,0,0,8248,14627,0.27729960
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,14,27,13,2,2,0,0,8307,14729,0.27916884
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,29,39,10,2,2,0,0,8320,14410,0.26473657
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,7,35,28,2,2,0,0,8332,14573,0.27130064
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,4,28,24,2,2,0,0,8365,14777,0.27873413
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,12,16,4,2,2,0,0,8379,14512,0.26660581
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,24,30,6,2,2,0,0,8412,14793,0.27738654
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,4,54,50,2,2,0,0,8438,14736,0.27377847
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,8,12,4,2,2,0,0,8479,14313,0.25360807
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,2,42,40,2,2,0,0,8524,14339,0.25278212
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,30,36,6,2,2,0,0,8552,14541,0.26034603
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,11,48,37,2,2,0,0,8572,14540,0.25943314
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,11,36,25,2,2,0,0,8600,14489,0.25599896
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,15,40,25,2,2,0,0,8605,14836,0.27086594
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,9,45,36,2,2,0,0,8613,14365,0.25004347
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,1,16,15,2,2,0,0,8626,14471,0.25408625
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,48,50,2,2,2,0,0,8630,14357,0.24895670
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,46,48,2,2,2,0,0,8656,14305,0.24556599
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,33,53,20,2,2,0,0,8669,14746,0.26417145
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,7,28,21,2,2,0,0,8672,14515,0.25399930
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,7,43,36,2,2,0,0,8700,14235,0.24061033
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,38,41,3,2,2,0,0,8717,14314,0.24330551
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,15,23,8,2,2,0,0,8718,14374,0.24587028
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,5,18,13,2,2,0,0,8749,14571,0.25308642
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,24,39,15,2,2,0,0,8754,14375,0.24434881
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,1,18,17,2,2,0,0,8776,14303,0.24026256
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,12,40,28,2,2,0,0,8812,14219,0.23504608
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,14,22,8,2,2,0,0,8821,14230,0.23513302
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,34,47,13,2,2,0,0,8835,14227,0.23439402
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,10,35,25,2,2,0,0,8845,14486,0.24521822
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,3,35,32,2,2,0,0,8885,14463,0.24247957
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,7,40,33,2,2,0,0,8900,14160,0.22865589
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,3,53,50,2,2,0,0,8931,14162,0.22739524
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,4,35,31,2,2,0,0,8946,14424,0.23813250
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,22,32,10,2,2,0,0,8976,13973,0.21722309
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,4,44,40,2,2,0,0,8985,14192,0.22635194
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,22,42,20,2,2,0,0,9043,13931,0.21248479
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,50,53,3,2,2,0,0,9052,14121,0.22035298
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,6,47,41,2,2,0,0,9113,13965,0.21091984
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,34,46,12,2,2,0,0,9119,14165,0.21935316
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,12,50,38,2,2,0,0,9133,13993,0.21126761
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,31,35,4,2,2,0,0,9136,13912,0.20761607
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,28,53,25,2,2,0,0,9157,14029,0.21178925
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,26,37,11,2,2,0,0,9244,13701,0.19374891
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,10,40,30,2,2,0,0,9249,13752,0.19574857
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,30,44,14,2,2,0,0,9251,13786,0.19713963
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,42,53,11,2,2,0,0,9329,13710,0.19044514
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,13,18,5,2,2,0,0,9346,13819,0.19444444
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,25,55,30,2,2,0,0,9348,13977,0.20122587
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,3,46,43,2,2,0,0,9351,13858,0.19592245
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,40,50,10,2,2,0,0,9357,13684,0.18809772
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,34,52,18,2,2,0,0,9376,13692,0.18761954
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,24,46,22,2,2,0,0,9387,13748,0.18957573
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,17,52,35,2,2,0,0,9416,13662,0.18457660
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,24,29,5,2,2,0,0,9429,13709,0.18605460
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,4,33,29,2,2,0,0,9446,13909,0.19400974
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,16,36,20,2,2,0,0,9457,13459,0.17396974
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,9,26,17,2,2,0,0,9522,13663,0.18001217
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,6,50,44,2,2,0,0,9528,13279,0.16305860
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,10,20,10,2,2,0,0,9548,13356,0.16553643
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,0,4,4,2,2,0,0,9549,13568,0.17470875
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,47,54,7,2,2,0,0,9568,13423,0.16757955
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,0,48,48,2,2,0,0,9575,13523,0.17162233
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,1,11,10,2,2,0,0,9582,13420,0.16684055
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,0,23,23,2,2,0,0,9604,13502,0.16944879
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,3,27,24,2,2,0,0,9605,13581,0.17283951
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,2,29,27,2,2,0,0,9606,13590,0.17318727
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,11,21,10,2,2,0,0,9612,13379,0.16375413
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,14,29,15,2,2,0,0,9670,13510,0.16692749
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,3,55,52,2,2,0,0,9682,13516,0.16666667
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,7,39,32,2,2,0,0,9689,13549,0.16779690
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,20,46,26,2,2,0,0,9707,13315,0.15684229
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,28,36,8,2,2,0,0,9719,13354,0.15801600
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,9,22,13,2,2,0,0,9746,13542,0.16501478
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,7,30,23,2,2,0,0,9748,13517,0.16384107
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,2,9,7,2,2,0,0,9806,13087,0.14262737
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,25,48,23,2,2,0,0,9854,13468,0.15710311
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,38,52,14,2,2,0,0,9856,13136,0.14258390
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,4,39,35,2,2,0,0,9888,12973,0.13410711
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,43,48,5,2,2,0,0,9892,13268,0.14675709
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,16,51,35,2,2,0,0,9928,13351,0.14880021
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,25,45,20,2,2,0,0,9953,13163,0.13954095
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,18,40,22,2,2,0,0,9960,13156,0.13893236
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,15,24,9,2,2,0,0,9967,13296,0.14471396
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,1,24,23,2,2,0,0,10014,12864,0.12389150
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,35,50,15,2,2,0,0,10059,13032,0.12923839
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,19,55,36,2,2,0,0,10067,13162,0.13454182
challenges/very_hard/challenge-56_43.qasm,very_hard,challenge-56_43.qasm,12,29,17,2,2,0,0,10098,13046,0.12815163
