challenge	rank	bitstring	count	shot_fraction	stored_fraction
56_39	19	10000111001101010001111111010110110101110000101001000000	3	7.3242187e-05	0.00036715212
56_39	20	10000111001101010101101111010110111100110000111001010010	3	7.3242187e-05	0.00036715212
104_49	1	00000000010100100001000111001001001111001001111000001000000101101101011110011101000001011000001100010011	1	0.00032552083	0.00032552083
104_49	2	00000000100101100000000101010101011000100111011000100001001101101001111011111100111101111010000010010101	1	0.00032552083	0.00032552083
104_49	3	00000001001110110101110000101100101100001111101110100101000001111100101110111100111111011010010100001010	1	0.00032552083	0.00032552083
104_49	4	00000001010001000100010000011100000101110011110000111110011000111000101000110101001010101110111000111110	1	0.00032552083	0.00032552083
104_49	5	00000001011000110000110001011000000101110000101110111111001010110000111110110101001011001000110001110000	1	0.00032552083	0.00032552083
104_49	6	00000001100001101100111100110101010101010011101110110100001100000000111100010100011000010000111001111111	1	0.00032552083	0.00032552083
104_49	7	00000001100100100100110110111100000111111111100010001101001010111010011011111110100000011101111001101000	1	0.00032552083	0.00032552083
104_49	8	00000001101110111100101100001101010101011011101001100011011110100100011111110101100011001001010101000001	1	0.00032552083	0.00032552083
104_49	9	00000001110001110101110110001010010001011011111000111101001111101000001100111101000110100001101110110100	1	0.00032552083	0.00032552083
104_49	10	00000001110010100100110000101101000110110011001000010011011101101101011010111100001001111001101100011111	1	0.00032552083	0.00032552083
104_49	11	00000001110110111101000010011101000110010011010010001111000001101010011111110101100001011111111000110010	1	0.00032552083	0.00032552083
104_49	12	00000010100111100001110110111001101110001110111001000111001110111111111011111000110001111000111001110000	1	0.00032552083	0.00032552083
104_49	13	00000011000000111100110101101000010010001111101100111111001100110001010110111100111101011101001000111010	1	0.00032552083	0.00032552083
104_49	14	00000011000000111101011000101001100010100100101010000011001111001110111111111101101111111001100101010101	1	0.00032552083	0.00032552083
104_49	15	00000011001100100001000000011111100001011111100000000110001001001111111110111101110000011001011101110001	1	0.00032552083	0.00032552083
104_49	16	00000011010110100101100100100101001100011011101010000011001001101001111110011101101010001011010011010100	1	0.00032552083	0.00032552083
104_49	17	00000011011000100100010011111101100010101010011100001101001001101100111110101111100011101000010000100011	1	0.00032552083	0.00032552083
104_49	18	00000011101000101000110000110101000100101011100010101110001101101000011110111100111100011011111101110011	1	0.00032552083	0.00032552083
104_49	19	00000011101110110100001110111001000110110011100010001101011110101101001111010001011101011001111111010010	1	0.00032552083	0.00032552083
104_49	20	00000101000100101000110010101100000101110011000110001011001010111000011001111001100101011011001011100000	1	0.00032552083	0.00032552083
