rank,bitstring,order,observation_count,probability_sum,probability_count,mean_probability,sample_count_sum,sources
289,01010111,site,6,3.6363325012681735e-06,6,6.060554168780289e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[138].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[138].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[138].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[138].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[138].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[138].site_bitstring
290,11101011,original,6,2.856535842824512e-06,6,4.7608930713741865e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[139].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[139].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[139].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[139].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[139].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[139].bitstring_original_order
291,11010111,site,6,2.856535842824512e-06,6,4.7608930713741865e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[139].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[139].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[139].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[139].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[139].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[139].site_bitstring
292,11111100,original,6,2.841602652192106e-06,6,4.736004420320177e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[140].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[140].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[140].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[140].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[140].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[140].bitstring_original_order
293,00111111,site,6,2.841602652192106e-06,6,4.736004420320177e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[140].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[140].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[140].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[140].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[140].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[140].site_bitstring
294,10101100,site,6,2.769083283911392e-06,6,4.615138806518987e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[141].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[141].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[141].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[141].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[141].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[141].site_bitstring
295,00110101,original,6,2.769083283911392e-06,6,4.615138806518987e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[141].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[141].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[141].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[141].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[141].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[141].bitstring_original_order
296,01101000,site,6,2.6628750423538152e-06,6,4.438125070589692e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[142].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[142].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[142].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[142].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[142].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[142].site_bitstring
297,00010110,original,6,2.6628750423538152e-06,6,4.438125070589692e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[142].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[142].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[142].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[142].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[142].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[142].bitstring_original_order
298,11000000,site,6,2.6425781221026434e-06,6,4.404296870171072e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[143].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[143].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[143].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[143].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[143].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[143].site_bitstring
299,00000011,original,6,2.6425781221026434e-06,6,4.404296870171072e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[143].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[143].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[143].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[143].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[143].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[143].bitstring_original_order
300,11110100,original,6,2.616041299467864e-06,6,4.3600688324464405e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[144].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[144].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[144].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[144].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[144].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[144].bitstring_original_order
301,00101111,site,6,2.616041299467864e-06,6,4.3600688324464405e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[144].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[144].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[144].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[144].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[144].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[144].site_bitstring
302,11100000,original,6,2.349100236167133e-06,6,3.915167060278555e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[145].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[145].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[145].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[145].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[145].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[145].bitstring_original_order
303,00000111,site,6,2.349100236167133e-06,6,3.915167060278555e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[145].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[145].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[145].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[145].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[145].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[145].site_bitstring
304,11001000,original,6,2.285237887231176e-06,6,3.80872981205196e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[146].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[146].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[146].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[146].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[146].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[146].bitstring_original_order
305,00010011,site,6,2.285237887231176e-06,6,3.80872981205196e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[146].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[146].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[146].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[146].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[146].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[146].site_bitstring
306,01100000,site,6,2.1594734170344944e-06,6,3.5991223617241574e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[147].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[147].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[147].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[147].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[147].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[147].site_bitstring
307,00000110,original,6,2.1594734170344944e-06,6,3.5991223617241574e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[147].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[147].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[147].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[147].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[147].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[147].bitstring_original_order
308,00111000,original,6,1.9983954167332325e-06,6,3.330659027888721e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[148].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[148].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[148].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[148].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[148].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[148].bitstring_original_order
309,00011100,site,6,1.9983954167332325e-06,6,3.330659027888721e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[148].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[148].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[148].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[148].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[148].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[148].site_bitstring
310,11111101,original,6,1.887391755942116e-06,6,3.1456529265701933e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[149].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[149].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[149].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[149].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[149].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[149].bitstring_original_order
311,10111111,site,6,1.887391755942116e-06,6,3.1456529265701933e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[149].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[149].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[149].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[149].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[149].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[149].site_bitstring
312,11100100,site,6,1.7558439091290553e-06,6,2.926406515215092e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[150].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[150].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[150].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[150].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[150].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[150].site_bitstring
313,00100111,original,6,1.7558439091290553e-06,6,2.926406515215092e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[150].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[150].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[150].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[150].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[150].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[150].bitstring_original_order
314,10000100,site,6,1.562117235680602e-06,6,2.6035287261343366e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[151].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[151].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[151].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[151].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[151].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[151].site_bitstring
315,00100001,original,6,1.562117235680602e-06,6,2.6035287261343366e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[151].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[151].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[151].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[151].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[151].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[151].bitstring_original_order
316,11001001,original,6,1.517854421130768e-06,6,2.52975736855128e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[152].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[152].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[152].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[152].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[152].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[152].bitstring_original_order
317,10010011,site,6,1.517854421130768e-06,6,2.52975736855128e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[152].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[152].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[152].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[152].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[152].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[152].site_bitstring
318,10011100,site,6,1.3273337254753604e-06,6,2.2122228757922673e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[153].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[153].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[153].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[153].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[153].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[153].site_bitstring
319,00111001,original,6,1.3273337254753604e-06,6,2.2122228757922673e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[153].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[153].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[153].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[153].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[153].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[153].bitstring_original_order
320,01001100,site,6,1.2328118521918069e-06,6,2.0546864203196781e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[154].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[154].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[154].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[154].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[154].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[154].site_bitstring
321,00110010,original,6,1.2328118521918069e-06,6,2.0546864203196781e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[154].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[154].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[154].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[154].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[154].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[154].bitstring_original_order
322,00111100,original,6,1.0890911363422427e-06,6,1.815151893903738e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[155].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[155].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[155].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[155].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[155].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[155].bitstring_original_order
323,00111100,site,6,1.0890911363422427e-06,6,1.815151893903738e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[155].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[155].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[155].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[155].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[155].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[155].site_bitstring
324,00110100,original,6,1.0465447835400796e-06,6,1.7442413059001326e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[156].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[156].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[156].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[156].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[156].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[156].bitstring_original_order
325,00101100,site,6,1.0465447835400796e-06,6,1.7442413059001326e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[156].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[156].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[156].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[156].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[156].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[156].site_bitstring
326,10101000,site,6,9.629675448992088e-07,6,1.6049459081653482e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[157].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[157].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[157].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[157].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[157].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[157].site_bitstring
327,00010101,original,6,9.629675448992088e-07,6,1.6049459081653482e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[157].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[157].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[157].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[157].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[157].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[157].bitstring_original_order
328,00110100,site,6,9.449662396203151e-07,6,1.5749437327005252e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[158].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[158].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[158].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[158].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[158].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[158].site_bitstring
329,00101100,original,6,9.449662396203151e-07,6,1.5749437327005252e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[158].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[158].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[158].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[158].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[158].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[158].bitstring_original_order
330,00011000,original,6,7.981676342727651e-07,6,1.3302793904546085e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[159].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[159].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[159].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[159].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[159].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[159].bitstring_original_order
331,00011000,site,6,7.981676342727651e-07,6,1.3302793904546085e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[159].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[159].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[159].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[159].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[159].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[159].site_bitstring
332,10100000,site,6,7.809239192983917e-07,6,1.3015398654973194e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[160].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[160].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[160].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[160].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[160].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[160].site_bitstring
333,00000101,original,6,7.809239192983917e-07,6,1.3015398654973194e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[160].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[160].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[160].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[160].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[160].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[160].bitstring_original_order
334,00110000,site,6,7.34894193672823e-07,6,1.2248236561213716e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[161].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[161].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[161].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[161].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[161].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[161].site_bitstring
335,00001100,original,6,7.34894193672823e-07,6,1.2248236561213716e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[161].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[161].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[161].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[161].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[161].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[161].bitstring_original_order
336,10111100,site,6,7.233740546435187e-07,6,1.2056234244058645e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[162].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[162].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[162].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[162].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[162].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[162].site_bitstring
337,00111101,original,6,7.233740546435187e-07,6,1.2056234244058645e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[162].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[162].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[162].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[162].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[162].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[162].bitstring_original_order
338,10110100,site,6,6.276463350451681e-07,6,1.0460772250752802e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[163].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[163].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[163].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[163].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[163].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[163].site_bitstring
339,00101101,original,6,6.276463350451681e-07,6,1.0460772250752802e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[163].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[163].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[163].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[163].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[163].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[163].bitstring_original_order
340,11001100,original,6,6.009119968106626e-07,6,1.0015199946844376e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[164].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[164].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[164].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[164].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[164].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[164].bitstring_original_order
341,00110011,site,6,6.009119968106626e-07,6,1.0015199946844376e-07,0,temporal_ensemble.runs[0].peak_extraction.candidates[164].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[164].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[164].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[164].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[164].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[164].site_bitstring
